"CODEST","NOMEST","SUBTIPEST","caca","codasi","nomasi","tipo","crdtsects","duracion","teopra","fechainicio","fechafin","dia","horaini","horafin","aula","descaula","clase_activ","descactiv"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","T","10/09/2015","23/12/2015","4","08:30","09:30","0042PB025","(A3/0005) AULA 5 - PLANTA BAJA - AULARIO III","TEO","CLASE TEÓRICA"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","T","10/09/2015","23/12/2015","2","13:00","14:30","0042PB042","(A3/0014) AULA 14 - PLANTA BAJA - AULARIO III","TEO","CLASE TEÓRICA"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","T","10/09/2015","23/12/2015","2","15:00","16:30","0042PB025","(A3/0005) AULA 5 - PLANTA BAJA - AULARIO III","TEO","CLASE TEÓRICA"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","T","10/09/2015","23/12/2015","3","17:00","18:00","0042PB025","(A3/0005) AULA 5 - PLANTA BAJA - AULARIO III","TEO","CLASE TEÓRICA"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","10/09/2015","23/12/2015","4","09:30","10:30","0042PB025","(A3/0005) AULA 5 - PLANTA BAJA - AULARIO III","PPR","PRÁCTICAS DE PROBLEMAS"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","29/09/2015","29/09/2015","2","10:00","11:30","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","20/10/2015","20/10/2015","2","10:00","11:30","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","03/11/2015","03/11/2015","2","10:00","11:30","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","17/11/2015","17/11/2015","2","10:00","11:30","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","01/12/2015","01/12/2015","2","10:00","11:30","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","10/09/2015","23/12/2015","2","16:30","17:30","0042PB025","(A3/0005) AULA 5 - PLANTA BAJA - AULARIO III","PPR","PRÁCTICAS DE PROBLEMAS"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","01/10/2015","01/10/2015","4","17:30","19:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","22/10/2015","22/10/2015","4","17:30","19:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","05/11/2015","05/11/2015","4","17:30","19:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","19/11/2015","19/11/2015","4","17:30","19:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","03/12/2015","03/12/2015","4","17:30","19:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","10/09/2015","23/12/2015","3","16:00","17:00","0042PB025","(A3/0005) AULA 5 - PLANTA BAJA - AULARIO III","PPR","PRÁCTICAS DE PROBLEMAS"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","29/09/2015","29/09/2015","2","19:30","21:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","20/10/2015","20/10/2015","2","19:30","21:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","03/11/2015","03/11/2015","2","19:30","21:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","17/11/2015","17/11/2015","2","19:30","21:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","01/12/2015","01/12/2015","2","19:30","21:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","28/09/2015","28/09/2015","1","18:30","20:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","19/10/2015","19/10/2015","1","18:30","20:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","02/11/2015","02/11/2015","1","18:30","20:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","16/11/2015","16/11/2015","1","18:30","20:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","30/11/2015","30/11/2015","1","18:30","20:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","01/10/2015","01/10/2015","4","19:00","20:30","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","22/10/2015","22/10/2015","4","19:00","20:30","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","05/11/2015","05/11/2015","4","19:00","20:30","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","19/11/2015","19/11/2015","4","19:00","20:30","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","03/12/2015","03/12/2015","4","19:00","20:30","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","29/09/2015","29/09/2015","2","08:30","10:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","20/10/2015","20/10/2015","2","08:30","10:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","03/11/2015","03/11/2015","2","08:30","10:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","17/11/2015","17/11/2015","2","08:30","10:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20000","ELECTRÓNICA BÁSICA","T","6","S","P","01/12/2015","01/12/2015","2","08:30","10:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","T","10/09/2015","23/12/2015","1","08:30","10:00","0042PB025","(A3/0005) AULA 5 - PLANTA BAJA - AULARIO III","TEO","CLASE TEÓRICA"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","T","10/09/2015","23/12/2015","3","10:30","11:30","0042PB025","(A3/0005) AULA 5 - PLANTA BAJA - AULARIO III","TEO","CLASE TEÓRICA"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","T","10/09/2015","23/12/2015","3","15:00","16:00","0042PB025","(A3/0005) AULA 5 - PLANTA BAJA - AULARIO III","TEO","CLASE TEÓRICA"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","T","10/09/2015","23/12/2015","1","15:00","16:30","0042PB025","(A3/0005) AULA 5 - PLANTA BAJA - AULARIO III","TEO","CLASE TEÓRICA"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","10/09/2015","23/12/2015","3","11:30","12:30","0042PB025","(A3/0005) AULA 5 - PLANTA BAJA - AULARIO III","PPR","PRÁCTICAS DE PROBLEMAS"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","06/10/2015","06/10/2015","2","10:00","11:30","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","27/10/2015","27/10/2015","2","10:00","11:30","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","10/11/2015","10/11/2015","2","10:00","11:30","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","24/11/2015","24/11/2015","2","10:00","11:30","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","15/12/2015","15/12/2015","2","10:00","11:30","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","10/09/2015","23/12/2015","3","14:00","15:00","0042PB025","(A3/0005) AULA 5 - PLANTA BAJA - AULARIO III","PPR","PRÁCTICAS DE PROBLEMAS"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","08/10/2015","08/10/2015","4","17:30","19:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","29/10/2015","29/10/2015","4","17:30","19:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","12/11/2015","12/11/2015","4","17:30","19:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","26/11/2015","26/11/2015","4","17:30","19:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","17/12/2015","17/12/2015","4","17:30","19:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","10/09/2015","23/12/2015","4","16:00","17:00","0042PB030","(A3/0007) AULA 7 - PLANTA BAJA - AULARIO III","PPR","PRÁCTICAS DE PROBLEMAS"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","06/10/2015","06/10/2015","2","19:30","21:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","27/10/2015","27/10/2015","2","19:30","21:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","10/11/2015","10/11/2015","2","19:30","21:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","24/11/2015","24/11/2015","2","19:30","21:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","15/12/2015","15/12/2015","2","19:30","21:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","05/10/2015","05/10/2015","1","18:30","20:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","26/10/2015","26/10/2015","1","18:30","20:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","09/11/2015","09/11/2015","1","18:30","20:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","23/11/2015","23/11/2015","1","18:30","20:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","14/12/2015","14/12/2015","1","18:30","20:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","08/10/2015","08/10/2015","4","19:00","20:30","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","29/10/2015","29/10/2015","4","19:00","20:30","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","12/11/2015","12/11/2015","4","19:00","20:30","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","26/11/2015","26/11/2015","4","19:00","20:30","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","17/12/2015","17/12/2015","4","19:00","20:30","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","06/10/2015","06/10/2015","2","08:30","10:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","27/10/2015","27/10/2015","2","08:30","10:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","10/11/2015","10/11/2015","2","08:30","10:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","24/11/2015","24/11/2015","2","08:30","10:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
"C201","GRADO EN INGENIERÍA EN SONIDO E IMAGEN EN TELECOMUNICACIÓN","GRA","2015-16","20001","ANÁLISIS DE CIRCUITOS","T","6","S","P","15/12/2015","15/12/2015","2","08:30","10:00","0022PB007","LABORATORIO L07 (ELECTRÓNICA) - PLANTA BAJA - FACULTAD DE EDUCACIÓN II","PLA","PRÁCTICAS DE LABORATORIO"
